ec,lec,total_voters,total_ballots,local_ballots,distant_ballots,unused_ballots,in_mobile_boxes,in_stationary_boxes,spoiled_ballots,valid_ballots,lost_ballots,unaccounted_ballots,amosov,beglov,tikhonova,amosov_share,beglov_share,tikhonova_share,turnout(%)
tec26,1186,1556,1500,421,6,1073,6,421,11,416,0,0,53,269,94,12.412177985948478,62.997658079625296,22.01405152224824,27.44215938303342
tec26,1187,2305,2000,534,10,1456,10,530,19,521,0,0,60,332,129,11.11111111111111,61.48148148148148,23.88888888888889,23.600867678958785
tec26,1188,2988,3000,660,1,2339,1,660,21,640,0,0,106,330,204,16.036308623298034,49.92435703479576,30.862329803328294,22.12182061579652
tec26,1189,3026,3000,544,3,2453,3,544,8,539,0,0,104,244,191,19.012797074954296,44.60694698354662,34.91773308957952,18.07666886979511
tec26,1193,1168,820,262,11,547,11,262,7,266,0,0,39,161,66,14.285714285714285,58.97435897435898,24.175824175824175,23.373287671232877
tec26,1194,1842,1500,474,14,1012,14,474,15,473,0,0,65,298,110,13.319672131147541,61.065573770491795,22.540983606557376,26.492942453854507
tec26,1195,1724,1500,452,21,1027,21,451,17,455,0,0,59,303,93,12.5,64.19491525423729,19.703389830508474,27.436194895591647
tec26,1196,2106,2000,546,28,1426,28,545,17,556,0,0,74,389,93,12.914485165794066,67.88830715532286,16.230366492146597,27.255460588793923
tec26,1197,1579,1500,352,13,1135,13,352,21,344,0,0,64,205,75,17.534246575342465,56.16438356164384,20.54794520547945,23.115896136795442
tec26,1198,1847,1500,495,16,989,16,493,6,503,0,0,76,305,122,14.931237721021612,59.921414538310415,23.968565815324165,27.666486193827826
tec26,1199,2067,2000,437,16,1547,16,421,13,424,0,0,57,269,98,13.043478260869565,61.556064073226544,22.42562929061785,21.91582002902758
tec26,1200,1833,1500,427,18,1055,18,427,17,428,0,0,74,267,87,16.629213483146067,60.0,19.550561797752806,24.277141298417895
tec26,1201,1715,1500,464,12,1024,12,464,24,452,0,0,88,255,109,18.487394957983195,53.57142857142857,22.899159663865547,27.755102040816325
tec26,1202,1911,1500,506,11,983,11,506,10,507,0,0,74,324,109,14.313346228239846,62.66924564796905,21.08317214700193,27.05389848246991
tec26,1203,1643,1500,376,6,1118,6,376,11,371,0,0,50,257,64,13.089005235602095,67.27748691099477,16.75392670157068,23.25015216068168
tec26,1204,1702,1500,429,8,1063,8,428,8,428,0,0,50,291,87,11.46788990825688,66.74311926605505,19.954128440366972,25.675675675675674
tec26,1205,1549,1500,403,6,1091,6,403,15,394,0,0,62,241,91,15.158924205378973,58.924205378973106,22.249388753056234,26.404131697869595
tec26,1206,2288,2000,667,4,1329,4,667,19,652,0,0,118,399,135,17.58569299552906,59.463487332339795,20.119225037257824,29.326923076923077
tec26,1207,2122,2000,536,14,1450,14,536,21,529,0,0,85,343,101,15.454545454545453,62.36363636363637,18.363636363636363,25.918944392082942
tec26,1208,1728,1500,423,13,1064,13,423,12,424,0,0,42,267,115,9.63302752293578,61.23853211009175,26.376146788990823,25.23148148148148
tec26,1209,1616,1500,374,19,1107,19,373,4,388,0,0,61,259,68,15.561224489795919,66.07142857142857,17.346938775510203,24.31930693069307
tec26,1210,456,530,262,161,107,161,262,57,366,0,0,39,292,35,9.219858156028367,69.03073286052009,8.274231678486997,92.76315789473685
tec26,1211,1509,1500,334,9,1157,9,334,11,332,0,0,69,174,89,20.11661807580175,50.72886297376093,25.94752186588921,22.730284956925114
tec26,1212,406,260,142,12,106,12,142,3,151,0,0,34,94,23,22.07792207792208,61.038961038961034,14.935064935064934,37.93103448275862
tec26,1213,2474,2000,1121,14,865,14,1121,29,1106,0,0,108,837,161,9.515418502202644,73.74449339207048,14.185022026431717,45.87712206952304
tec26,1214,2012,2000,437,14,1549,14,434,15,433,0,0,58,271,104,12.946428571428573,60.49107142857143,23.214285714285715,22.415506958250496
tec26,1215,1959,2000,331,8,1661,8,331,9,330,0,0,62,194,74,18.289085545722713,57.227138643067846,21.828908554572273,17.304747320061256
tec26,1216,1854,1500,429,14,1057,14,429,8,435,0,0,50,295,90,11.286681715575622,66.59142212189616,20.31602708803612,23.89428263214671
tec27,1367,2148,1600,453,10,1137,10,453,15,448,0,0,70,326,52,15.118790496760258,70.41036717062636,11.23110151187905,21.554934823091248
tec27,1368,1897,1500,415,5,1080,5,415,18,402,0,0,85,266,51,20.238095238095237,63.33333333333333,12.142857142857142,22.14022140221402
tec27,1369,1950,1600,493,19,1088,19,493,10,502,0,0,88,322,92,17.1875,62.890625,17.96875,26.256410256410255
tec27,1370,1778,1400,433,14,953,14,433,14,433,0,0,73,275,85,16.331096196868007,61.521252796420576,19.015659955257274,25.14060742407199
tec27,1371,2192,1600,448,0,1152,0,447,10,437,0,0,108,217,112,24.161073825503358,48.54586129753915,25.05592841163311,20.437956204379564
tec27,1372,1386,1100,358,11,731,11,358,17,352,0,0,56,240,56,15.176151761517614,65.04065040650406,15.176151761517614,26.623376623376622
tec27,1373,1071,1000,273,4,723,4,272,5,271,0,0,58,145,68,21.014492753623188,52.53623188405797,24.637681159420293,25.86367880485528
tec27,1374,1152,1000,284,6,710,6,284,10,280,0,0,40,182,58,13.793103448275861,62.758620689655174,20.0,25.17361111111111
tec27,1375,2566,2000,673,6,1321,6,672,16,662,0,0,121,405,136,17.846607669616517,59.73451327433629,20.058997050147493,26.461418550272796
tec27,1376,994,800,308,5,487,5,308,8,305,0,0,59,196,50,18.849840255591054,62.61980830670927,15.974440894568689,31.48893360160966
tec27,1377,1498,1200,391,8,801,8,391,7,392,0,0,82,246,64,20.551378446115287,61.65413533834586,16.040100250626566,26.635514018691588
tec27,1378,1762,1500,436,8,1056,8,436,13,431,0,0,84,276,71,18.91891891891892,62.16216216216216,15.99099099099099,25.198637911464246
tec27,1379,2106,1700,470,10,1220,10,470,12,468,0,0,91,315,62,18.958333333333332,65.625,12.916666666666668,22.79202279202279
tec27,1380,1736,1500,411,12,1077,12,410,14,408,0,0,87,262,59,20.61611374407583,62.08530805687204,13.981042654028435,24.36635944700461
tec27,1381,1990,1600,516,7,1077,7,512,12,507,0,0,102,300,105,19.653179190751445,57.80346820809249,20.23121387283237,26.28140703517588
tec27,1382,2342,2000,525,14,1461,14,523,22,515,0,0,92,340,83,17.13221601489758,63.3147113594041,15.456238361266294,23.014517506404783
tec27,1383,2000,1600,467,11,1122,11,467,12,466,0,0,86,280,100,17.99163179916318,58.57740585774059,20.920502092050206,23.9
tec27,1384,1765,1500,387,8,1105,8,387,14,381,0,0,66,236,79,16.70886075949367,59.74683544303797,20.0,22.379603399433428
tec27,1385,1138,1000,213,7,780,7,213,11,209,0,0,29,133,47,13.18181818181818,60.45454545454545,21.363636363636363,19.332161687170473
tec27,1386,2160,1700,528,42,1130,42,527,21,548,0,0,95,363,90,16.695957820738137,63.79613356766256,15.817223198594025,26.38888888888889
tec27,1387,1665,1500,314,8,1178,8,313,12,309,0,0,66,198,45,20.5607476635514,61.6822429906542,14.018691588785046,19.33933933933934
tec27,1388,1839,1500,397,4,1099,4,397,12,389,0,0,67,251,71,16.708229426433917,62.593516209476306,17.70573566084788,21.805328983143013
tec27,1389,2398,2000,465,8,1527,8,461,14,455,0,0,97,279,79,20.68230277185501,59.488272921108745,16.844349680170577,19.724770642201836
tec27,1390,2151,1700,539,8,1153,8,539,14,533,0,0,112,338,83,20.47531992687386,61.79159049360147,15.173674588665447,25.430032543003257
tec27,1391,2783,2100,563,7,1530,7,563,22,548,0,0,134,285,129,23.50877192982456,50.0,22.63157894736842,20.481494789795185
tec27,1392,1822,1500,426,3,1071,3,426,10,419,0,0,56,285,78,13.053613053613052,66.43356643356644,18.181818181818183,23.54555433589462
tec27,1393,2705,2100,631,8,1461,8,630,15,623,0,0,131,353,139,20.532915360501566,55.32915360501567,21.786833855799372,23.622920517560072
tec27,1394,2072,1700,418,21,1261,21,416,10,427,0,0,88,264,75,20.137299771167047,60.41189931350115,17.162471395881006,21.187258687258687
tec27,1395,1288,1000,315,9,676,9,315,13,311,0,0,80,176,55,24.691358024691358,54.32098765432099,16.97530864197531,25.15527950310559
tec27,1396,1378,1100,317,6,777,6,317,10,313,0,0,72,188,53,22.291021671826623,58.204334365325074,16.408668730650156,23.439767779390422
tec27,1397,1520,1200,431,9,760,9,431,12,428,0,0,109,242,77,24.772727272727273,55.00000000000001,17.5,28.947368421052634
tec27,1398,2302,2000,636,17,1347,17,636,26,627,0,0,182,333,112,27.871362940275652,50.995405819295556,17.151607963246555,28.366637706342313
tec27,1399,2031,1500,449,8,1043,8,449,13,444,0,0,122,239,83,26.695842450765866,52.29759299781181,18.161925601750546,22.501230920728705
tec27,1400,1467,1200,361,13,826,13,360,10,363,0,0,77,212,74,20.64343163538874,56.83646112600537,19.839142091152816,25.49420586230402
tec27,1401,2028,1600,522,11,1067,11,522,17,516,0,0,120,319,77,22.5140712945591,59.849906191369605,14.446529080675422,26.282051282051285
tec27,1402,1825,2000,495,18,1487,18,495,9,504,0,0,110,290,104,21.44249512670565,56.53021442495126,20.2729044834308,28.10958904109589
tec27,1403,2645,2000,618,13,1369,13,618,23,608,0,0,121,383,104,19.17591125198098,60.697305863708394,16.48177496038035,23.85633270321361
tec27,1404,2773,2200,616,14,1570,14,613,19,608,0,0,118,371,119,18.819776714513555,59.17065390749602,18.9792663476874,22.71907681211684
tec27,1405,2440,2000,519,21,1460,21,519,13,527,0,0,83,349,95,15.37037037037037,64.62962962962962,17.59259259259259,22.131147540983605
tec27,1406,2673,2100,558,26,1516,26,558,11,573,0,0,104,367,102,17.80821917808219,62.84246575342466,17.465753424657535,21.848110736999626
tec27,1407,2673,2000,593,13,1394,13,590,26,577,0,0,98,364,115,16.25207296849088,60.3648424543947,19.071310116086234,22.671156004489337
tec27,1408,1787,1500,331,10,1159,10,330,18,322,0,0,65,197,60,19.11764705882353,57.94117647058824,17.647058823529413,19.082260772243984
tec27,1409,2178,1700,456,5,1239,5,454,8,451,0,0,86,264,101,18.736383442265794,57.51633986928104,22.004357298474943,21.166207529843895
tec27,1410,1922,1600,388,13,1199,13,388,15,386,0,0,56,248,82,13.96508728179551,61.84538653366584,20.448877805486283,20.863683662851194
tec27,1411,631,500,176,4,320,4,175,7,172,0,0,51,82,39,28.49162011173184,45.81005586592179,21.787709497206702,28.526148969889064
tec27,1412,1271,1100,320,3,777,3,320,8,315,0,0,31,238,46,9.597523219814242,73.68421052631578,14.241486068111456,25.413060582218726
tec27,1413,645,700,504,135,61,135,504,24,615,0,0,71,460,84,11.11111111111111,71.98748043818466,13.145539906103288,99.06976744186046
tec27,1414,775,800,682,0,118,0,682,36,646,0,0,32,563,51,4.69208211143695,82.55131964809385,7.47800586510264,88.0
tec28,1867,2330,2000,642,21,1337,21,614,19,616,0,0,100,412,104,15.748031496062993,64.88188976377953,16.37795275590551,28.454935622317596
tec28,1868,2333,2000,651,35,1314,35,649,25,659,0,0,121,420,118,17.690058479532166,61.40350877192983,17.251461988304094,29.40420060008573
tec28,1869,2483,2000,630,6,1364,6,630,17,619,0,0,127,396,96,19.968553459119498,62.264150943396224,15.09433962264151,25.614176399516715
tec28,1870,2488,2000,601,10,1389,10,601,22,589,0,0,73,439,77,11.947626841243862,71.84942716857611,12.60229132569558,24.55787781350482
tec28,1871,2850,2500,585,7,1908,7,578,7,578,0,0,68,456,54,11.623931623931623,77.94871794871796,9.230769230769232,20.771929824561404
tec28,1872,2130,2000,519,12,1469,12,518,9,521,0,0,106,320,95,20.0,60.37735849056604,17.92452830188679,24.929577464788732
tec28,1873,1887,1500,592,5,903,5,592,0,597,0,0,106,400,91,17.75544388609715,67.00167504187606,15.242881072026801,31.63751987281399
tec28,1874,1887,1500,533,16,951,16,533,8,541,0,0,29,480,32,5.2823315118397085,87.43169398907104,5.828779599271402,29.093799682034977
tec28,1875,1622,1500,596,5,899,5,596,0,601,0,0,80,450,71,13.311148086522461,74.87520798668885,11.813643926788686,37.05302096177559
tec28,1876,1995,1500,617,87,796,87,617,0,704,0,0,104,478,122,14.772727272727273,67.89772727272727,17.329545454545457,35.288220551378444
tec28,1877,2262,2000,635,34,1331,34,634,22,646,0,0,98,434,114,14.67065868263473,64.97005988023952,17.065868263473057,29.57559681697613
tec28,1878,2215,2000,602,26,1372,26,600,23,603,0,0,106,406,91,16.93290734824281,64.85623003194888,14.536741214057509,28.352144469525957
tec28,1879,2302,2000,773,34,1193,34,773,2,805,0,0,158,503,144,19.578686493184634,62.32961586121437,17.843866171003718,35.05647263249349
tec28,1880,2305,2000,571,75,1354,75,567,3,639,0,0,97,453,89,15.109034267912772,70.56074766355141,13.862928348909657,28.026030368763553
tec28,1881,2278,2000,630,14,1356,14,630,14,630,0,0,86,515,29,13.354037267080745,79.96894409937887,4.503105590062112,28.270412642669008
tec28,1882,2305,2000,621,16,1363,16,619,13,622,0,0,125,357,140,19.68503937007874,56.22047244094488,22.04724409448819,27.635574837310195
tec28,1883,2576,2000,556,18,1426,18,553,15,556,0,0,131,298,127,22.942206654991242,52.1891418563923,22.241681260945708,22.282608695652172
tec28,1884,2595,2000,649,15,1336,15,648,17,646,0,0,161,371,114,24.283559577677224,55.957767722473605,17.194570135746606,25.587668593448942
tec28,1885,2505,2000,620,13,1367,13,620,0,633,0,0,108,422,103,17.061611374407583,66.66666666666666,16.27172195892575,25.269461077844312
tec28,1886,1791,1500,394,6,1100,6,394,16,384,0,0,76,240,68,19.0,60.0,17.0,22.33389168062535
tec28,1887,2181,2000,720,45,1235,45,720,0,765,0,0,101,537,127,13.202614379084968,70.19607843137254,16.60130718954248,35.075653370013754
tec28,1888,2180,2000,549,17,1434,17,549,4,562,0,0,100,388,74,17.6678445229682,68.55123674911661,13.074204946996467,25.963302752293576
tec28,1889,2520,2000,506,9,1485,9,497,8,498,0,0,85,340,73,16.798418972332016,67.19367588932806,14.42687747035573,20.436507936507937
tec28,1890,2594,2000,731,10,1259,10,730,5,735,0,0,84,567,84,11.351351351351353,76.62162162162161,11.351351351351353,28.56592135697764
tec28,1891,2026,1500,554,15,931,15,550,25,540,0,0,60,409,71,10.619469026548673,72.38938053097344,12.56637168141593,28.084896347482726
tec28,1892,2117,2000,741,18,1241,18,741,2,757,0,0,103,566,88,13.570487483530963,74.57180500658761,11.594202898550725,35.852621634388285
tec28,1893,2207,2000,504,2,1494,2,503,9,496,0,0,81,305,110,16.03960396039604,60.396039603960396,21.782178217821784,22.927050294517446
tec28,1894,2900,2500,776,4,1720,4,775,23,756,0,0,169,427,160,21.694480102695763,54.81386392811296,20.539152759948653,26.89655172413793
tec28,1895,2504,2000,675,9,1316,9,664,15,658,0,0,126,392,140,18.7221396731055,58.246656760772666,20.802377414561665,27.316293929712458
tec28,1896,2683,2000,643,9,1348,9,643,23,629,0,0,126,345,158,19.32515337423313,52.91411042944786,24.233128834355828,24.30115542303392
tec28,1897,2909,2500,701,2,1797,2,699,17,684,0,0,73,410,201,10.413694721825962,58.48787446504993,28.673323823109843,24.16638019938123
tec28,1898,1961,1500,569,7,924,7,567,14,560,0,0,103,352,105,17.94425087108014,61.32404181184668,18.29268292682927,29.372768995410503
tec28,1899,1929,1500,447,10,1043,10,445,12,443,0,0,70,279,94,15.384615384615385,61.31868131868132,20.659340659340657,23.691031622602384
tec28,1900,1572,1500,383,3,1114,3,383,9,377,0,0,44,270,63,11.398963730569948,69.94818652849742,16.321243523316063,24.55470737913486
tec28,1901,2434,2000,622,2,1376,2,622,11,613,0,0,120,391,102,19.230769230769234,62.66025641025641,16.346153846153847,25.63681183237469
tec28,1902,1790,1500,465,4,1031,4,465,10,459,0,0,31,374,54,6.609808102345416,79.74413646055437,11.513859275053305,26.201117318435752
tec28,1903,1716,1500,431,6,1063,6,431,14,423,0,0,24,361,38,5.491990846681922,82.6086956521739,8.695652173913043,25.466200466200466
tec28,1904,2012,1500,542,6,952,6,542,18,530,0,0,46,438,46,8.394160583941606,79.92700729927007,8.394160583941606,27.236580516898606
tec28,1905,1975,1500,506,3,991,3,506,22,487,0,0,84,324,79,16.50294695481336,63.654223968565816,15.520628683693516,25.772151898734176
tec28,1906,1782,1500,439,6,1055,6,439,10,435,0,0,65,300,70,14.606741573033707,67.41573033707866,15.730337078651685,24.971941638608307
tec28,1907,1764,1500,413,8,1079,8,413,18,403,0,0,52,299,52,12.351543942992874,71.02137767220903,12.351543942992874,23.866213151927436
tec28,1908,2097,2000,518,11,1471,11,518,6,523,0,0,131,282,110,24.763705103969755,53.30812854442344,20.793950850661624,25.226514067715783
tec28,1909,2249,2000,557,2,1441,2,554,6,550,0,0,95,340,115,17.086330935251798,61.15107913669065,20.68345323741007,24.85549132947977
tec28,1910,2015,1500,570,8,920,8,568,13,563,2,0,100,336,127,17.36111111111111,58.333333333333336,22.04861111111111,28.6848635235732
tec28,1911,2219,2000,545,13,1442,13,545,23,535,0,0,109,321,105,19.53405017921147,57.52688172043011,18.817204301075268,25.146462370437135
tec28,1912,2058,1500,516,6,978,6,516,9,513,0,0,83,324,106,15.900383141762454,62.06896551724138,20.306513409961685,25.364431486880466
tec28,1913,2441,2000,629,6,1365,6,628,6,628,0,0,89,435,104,14.037854889589903,68.61198738170347,16.40378548895899,26.013928717738633
tec28,1914,2619,2000,699,11,1290,11,697,15,693,0,0,93,439,161,13.135593220338984,62.005649717514125,22.74011299435028,27.10958381061474
tec28,1915,2140,2000,567,12,1421,12,555,15,552,0,0,68,414,70,11.992945326278658,73.01587301587301,12.345679012345679,27.05607476635514
tec28,1916,2130,2000,558,52,1390,52,558,17,593,0,0,89,391,113,14.59016393442623,64.09836065573771,18.524590163934427,28.638497652582164
tec28,1917,2345,2000,556,7,1437,7,556,10,553,0,0,92,376,85,16.341030195381883,66.78507992895204,15.097690941385435,24.008528784648185
tec28,1918,2225,2000,536,5,1459,5,536,10,531,0,0,104,329,98,19.223659889094268,60.81330868761553,18.11460258780037,24.314606741573034
tec28,1919,2152,2000,592,6,1402,6,592,10,588,0,0,66,443,79,11.036789297658862,74.08026755852842,13.210702341137123,27.788104089219328
tec28,1920,1986,2000,536,6,1458,6,536,7,535,0,0,105,327,103,19.37269372693727,60.332103321033216,19.00369003690037,27.291037260825778
tec28,1921,1187,1000,348,4,648,4,348,6,346,0,0,93,178,75,26.420454545454547,50.56818181818182,21.306818181818183,29.65459140690817
tec28,1922,2233,2000,563,2,1435,2,563,11,554,0,0,113,361,80,20.0,63.89380530973451,14.15929203539823,25.30228392297358
tec28,1923,2550,2000,592,8,1400,8,592,12,588,0,0,124,325,139,20.666666666666668,54.166666666666664,23.166666666666664,23.52941176470588
tec28,1924,2256,2000,666,9,1325,9,666,13,662,0,0,60,542,60,8.88888888888889,80.2962962962963,8.88888888888889,29.920212765957448
tec28,1925,316,400,242,48,110,48,242,6,284,0,0,41,190,53,14.13793103448276,65.51724137931035,18.275862068965516,91.77215189873418
tec28,1926,800,800,651,130,19,130,651,28,753,0,0,76,525,152,9.73111395646607,67.22151088348272,19.46222791293214,97.625
tec28,1927,2726,2000,708,12,1280,12,708,17,703,0,0,170,367,166,23.61111111111111,50.97222222222222,23.055555555555557,26.41232575201761
tec28,1928,2626,2000,563,14,1423,14,555,13,556,0,0,135,280,141,23.72583479789104,49.209138840070295,24.78031634446397,21.972581873571972
tec28,1929,2931,2500,593,2,1905,2,593,15,580,0,0,143,251,186,24.03361344537815,42.18487394957983,31.26050420168067,20.300238826339132
tec28,1930,2638,2000,664,11,1325,11,664,22,653,0,0,121,387,145,17.925925925925927,57.333333333333336,21.48148148148148,25.58756633813495
