ec,lec,total_voters,total_ballots,local_ballots,distant_ballots,unused_ballots,in_mobile_boxes,in_stationary_boxes,spoiled_ballots,valid_ballots,lost_ballots,unaccounted_ballots,amosov,beglov,tikhonova,amosov_share,beglov_share,tikhonova_share,turnout(%)
tec17,562,2572,2000,760,1,1239,1,726,25,702,0,0,259,336,107,35.62585969738652,46.217331499312245,14.718019257221457,29.587869362363918
tec17,563,2667,2000,750,9,1241,9,748,21,736,0,0,201,427,108,26.55217965653897,56.40686922060766,14.266842800528401,28.45894263217098
tec17,564,1840,1500,449,8,1043,8,434,11,431,0,0,109,247,75,24.660633484162897,55.88235294117647,16.968325791855204,24.836956521739133
tec17,565,2805,2000,800,4,1196,4,796,21,779,0,0,246,403,130,30.75,50.375,16.25,28.663101604278076
tec17,566,2634,2000,704,6,1290,6,704,15,695,0,0,252,336,107,35.49295774647888,47.32394366197183,15.070422535211266,26.955201214882308
tec17,567,2206,2000,635,8,1357,8,635,25,618,0,0,267,284,67,41.52410575427683,44.16796267496112,10.419906687402799,29.14777878513146
tec17,568,2290,2000,698,5,1297,5,698,15,688,0,0,226,413,49,32.147937411095306,58.74822190611664,6.970128022759601,30.698689956331876
tec17,569,2094,2000,613,8,1379,8,613,13,608,0,0,185,325,98,29.790660225442835,52.33494363929147,15.780998389694043,29.656160458452725
tec17,570,1706,1500,466,3,1031,3,463,11,455,0,0,122,254,79,26.180257510729614,54.506437768240346,16.95278969957082,27.49120750293083
tec17,571,1394,1000,471,3,526,3,421,10,414,0,0,152,166,96,35.84905660377358,39.15094339622642,22.641509433962266,34.00286944045911
tec17,572,3173,2500,856,6,1638,6,850,15,841,0,0,220,273,348,25.70093457943925,31.89252336448598,40.654205607476634,27.166719193192563
tec17,573,1831,2000,1808,14,178,14,1808,37,1785,0,0,133,1330,322,7.29967069154775,72.99670691547749,17.672886937431397,99.50846531949755
tec17,574,1819,1500,446,0,1054,0,444,7,437,0,0,103,170,164,23.1981981981982,38.288288288288285,36.93693693693694,24.518966465090706
tec17,575,2298,2000,621,0,1379,0,621,11,610,0,0,130,297,183,20.933977455716587,47.82608695652174,29.468599033816425,27.023498694516974
tec17,2283,2531,2000,641,3,1356,3,641,6,638,0,0,117,215,306,18.16770186335404,33.38509316770186,47.51552795031056,25.444488344527855
tec17,2284,235,500,235,0,265,0,235,11,224,0,0,17,165,42,7.234042553191489,70.2127659574468,17.872340425531917,100.0
tec17,2318,310,350,211,0,139,0,211,24,187,0,0,15,165,7,7.109004739336493,78.19905213270142,3.3175355450236967,68.06451612903226
tec17,2319,203,300,165,0,135,0,164,1,163,1,1,28,111,24,17.073170731707318,67.6829268292683,14.634146341463413,81.2807881773399
tec17,2373,260,300,196,9,95,9,195,3,201,0,0,31,149,21,15.196078431372548,73.0392156862745,10.294117647058822,78.84615384615384
tec17,2374,255,300,213,13,74,13,213,2,224,0,0,38,165,21,16.8141592920354,73.00884955752213,9.29203539823009,88.62745098039215
tec17,2375,221,300,171,2,127,2,171,0,173,0,0,48,109,16,27.74566473988439,63.005780346820806,9.248554913294797,78.28054298642535
tec18,1612,1438,1000,776,7,217,7,701,22,686,0,0,104,517,65,14.689265536723164,73.0225988700565,9.180790960451978,54.45062586926287
tec18,1613,1196,900,499,2,399,2,499,16,485,0,0,79,351,55,15.768463073852296,70.05988023952095,10.978043912175648,41.88963210702341
tec18,1614,1716,1200,556,12,632,12,509,14,507,0,0,113,316,78,21.689059500959694,60.65259117082533,14.971209213051823,33.1002331002331
tec18,1615,1771,1200,605,25,570,25,599,19,605,0,0,102,423,80,16.346153846153847,67.78846153846155,12.82051282051282,35.573122529644266
tec18,1616,1770,1300,909,53,338,53,878,11,920,0,0,92,789,39,9.881847475832437,84.74758324382384,4.189044038668099,54.35028248587571
tec18,1617,1462,1100,687,7,406,7,673,3,677,0,0,35,626,16,5.147058823529411,92.05882352941175,2.3529411764705883,47.46922024623803
tec18,1618,1375,1150,1005,6,139,6,1005,25,986,0,0,57,869,60,5.637982195845697,85.95450049455984,5.934718100890208,73.52727272727273
tec18,1619,1899,1200,603,9,588,9,602,22,589,0,0,123,366,100,20.130932896890343,59.901800327332246,16.366612111292962,32.22748815165877
tec18,1620,2171,1500,859,59,582,59,859,28,890,0,0,120,678,92,13.071895424836603,73.8562091503268,10.021786492374728,42.2846614463381
tec18,1621,1853,1300,872,31,397,31,872,19,884,0,0,133,677,74,14.728682170542637,74.97231450719822,8.194905869324474,48.731786292498654
tec18,1622,2240,1600,950,9,641,9,941,22,928,0,0,118,718,92,12.421052631578949,75.57894736842105,9.68421052631579,42.8125
tec18,1623,1318,1000,716,0,284,0,701,3,698,0,0,41,596,61,5.848787446504993,85.02139800285306,8.7018544935806,54.3247344461305
tec18,1624,1843,1300,727,39,534,39,717,12,744,0,0,116,543,85,15.343915343915343,71.82539682539682,11.243386243386242,41.56266956049919
tec18,1625,1755,1300,698,43,559,43,687,33,697,0,0,121,507,69,16.575342465753426,69.45205479452055,9.452054794520548,42.22222222222222
tec18,1626,977,700,552,8,140,8,552,8,552,0,0,24,503,25,4.285714285714286,89.82142857142857,4.464285714285714,57.31832139201638
tec18,1627,1559,1100,841,15,244,15,841,20,836,0,0,141,614,81,16.47196261682243,71.72897196261682,9.462616822429906,54.906991661321356
tec18,1628,2187,1600,1111,5,484,5,1111,8,1108,0,0,92,927,89,8.24372759856631,83.06451612903226,7.974910394265233,51.028806584362144
tec18,1629,1185,900,400,2,498,2,336,23,315,0,0,78,190,47,23.076923076923077,56.213017751479285,13.905325443786982,33.92405063291139
tec18,1630,1403,1000,716,3,281,3,642,13,632,0,0,116,455,61,17.984496124031008,70.54263565891473,9.45736434108527,51.24732715609408
tec18,1631,2097,1500,701,0,799,0,620,13,607,0,0,112,400,95,18.064516129032256,64.51612903225806,15.32258064516129,33.42870767763472
tec18,1632,1926,1300,979,3,318,3,974,20,957,0,0,169,680,108,17.2978505629478,69.60081883316275,11.05424769703173,50.9865005192108
tec18,1633,1678,1200,659,2,539,2,648,19,631,0,0,64,490,77,9.846153846153847,75.38461538461539,11.846153846153847,39.39213349225268
tec18,1634,1139,700,604,3,93,3,601,5,599,0,0,56,477,66,9.271523178807946,78.97350993377484,10.927152317880795,53.292361720807726
tec18,1635,1441,1000,553,6,441,6,536,8,534,0,0,64,409,61,11.808118081180812,75.46125461254613,11.254612546125461,38.79250520471895
tec18,1636,1733,1350,1191,5,154,5,1159,19,1145,0,0,130,924,91,11.168384879725087,79.38144329896907,7.81786941580756,69.01327178303521
tec18,1637,2739,1700,978,23,699,23,941,30,934,0,0,190,582,162,19.70954356846473,60.37344398340249,16.804979253112034,36.54618473895582
tec18,1638,2198,1500,1141,6,353,6,1141,22,1125,0,0,139,876,110,12.118570183086312,76.37314734088928,9.59023539668701,52.1838034576888
tec18,1639,1086,850,657,4,189,4,646,9,641,0,0,91,494,56,14.000000000000002,76.0,8.615384615384615,60.86556169429097
tec18,1640,1694,1000,989,7,4,7,989,16,980,0,0,119,806,55,11.947791164658634,80.92369477911646,5.522088353413655,58.79574970484062
tec18,1641,1876,1300,1195,4,101,4,1195,27,1172,0,0,155,947,70,12.92743953294412,78.98248540450375,5.838198498748957,63.91257995735607
tec18,1642,961,850,715,1,134,1,715,7,709,0,0,60,617,32,8.379888268156424,86.1731843575419,4.4692737430167595,74.5057232049948
tec18,1643,2171,1500,992,10,498,10,969,26,953,0,0,147,693,113,15.015321756894789,70.78651685393258,11.542390194075587,46.15384615384615
tec18,1644,1674,1200,1121,12,67,12,1121,23,1110,0,0,101,913,96,8.914386584289497,80.58252427184466,8.473080317740513,67.68219832735963
tec18,1645,1372,1000,353,3,644,3,353,35,321,0,0,89,187,45,25.0,52.52808988764045,12.640449438202248,25.94752186588921
tec18,1646,1787,1300,1070,5,225,5,1069,17,1057,0,0,92,905,60,8.56610800744879,84.26443202979516,5.58659217877095,60.15668718522663
tec18,1647,2535,1800,1717,22,61,22,1717,27,1712,0,0,160,1460,92,9.200690051753883,83.95629672225417,5.290396779758482,68.59960552268245
tec18,1648,1185,1000,795,5,200,5,795,8,792,0,0,84,667,41,10.5,83.375,5.125,67.51054852320675
tec18,1649,1393,1000,923,1,76,1,806,19,788,0,0,103,606,79,12.763320941759604,75.09293680297398,9.789343246592317,66.33165829145729
tec18,1650,1463,1100,842,6,252,6,842,66,782,0,0,99,548,135,11.674528301886793,64.62264150943396,15.919811320754718,57.963089542036904
tec18,1651,1679,1600,915,8,677,8,913,27,894,0,0,122,687,85,13.246471226927254,74.5928338762215,9.229098805646037,54.97319833234068
tec18,1652,1154,800,287,11,502,11,287,8,290,0,0,65,168,57,21.812080536912752,56.375838926174495,19.12751677852349,25.82322357019064
tec18,1653,2539,1700,1639,55,6,55,1639,27,1667,0,0,154,1385,128,9.090909090909092,81.75914994096813,7.55608028335301,66.71918077983459
tec18,1654,2426,1700,1380,84,236,84,1380,2,1462,0,0,161,1215,86,10.997267759562842,82.99180327868852,5.8743169398907105,60.34624896949712
tec18,1655,1518,1250,1144,3,103,3,1144,48,1099,0,0,116,782,201,10.113339145597209,68.17785527462948,17.523975588491716,75.55994729907773
tec18,1656,2507,1800,1503,9,288,9,1503,3,1509,0,0,114,1289,106,7.5396825396825395,85.25132275132276,7.01058201058201,60.311128839250095
tec18,1657,2474,1800,1133,14,653,14,1109,71,1052,0,0,161,768,123,14.33659839715049,68.38824577025824,10.95280498664292,46.36216653193209
tec18,1658,2460,1700,856,50,794,50,856,22,884,0,0,101,700,83,11.147902869757175,77.2626931567329,9.161147902869757,36.829268292682926
tec18,1659,2449,1600,1009,238,353,238,999,24,1213,0,0,108,1016,89,8.730800323362974,82.13419563459983,7.19482619240097,50.918742343813804
tec18,1660,2167,1500,1126,78,296,78,1121,0,1199,0,0,146,962,91,12.176814011676397,80.23352793994995,7.589658048373645,55.56068297185048
tec18,1661,2166,1500,1132,45,323,45,1127,44,1128,0,0,181,774,173,15.443686006825939,66.04095563139933,14.761092150170649,54.339796860572484
tec18,1662,2347,1700,1239,12,449,12,1239,30,1221,0,0,96,1024,101,7.673860911270983,81.85451638689048,8.073541167066347,53.30208777162335
tec18,1663,1046,800,630,4,166,4,622,13,613,0,0,74,463,76,11.821086261980831,73.96166134185303,12.140575079872203,60.61185468451242
tec18,1664,1925,1300,970,60,270,60,970,15,1015,0,0,90,833,92,8.737864077669903,80.87378640776699,8.932038834951456,53.5064935064935
tec18,1665,183,183,122,61,0,61,122,4,179,0,0,18,129,32,9.836065573770492,70.49180327868852,17.48633879781421,100.0
tec18,1667,128,126,7,119,0,119,7,1,125,0,0,17,91,17,13.492063492063492,72.22222222222221,13.492063492063492,98.4375
tec19,1279,2442,2000,479,7,1514,7,479,14,472,0,0,133,226,113,27.36625514403292,46.50205761316872,23.25102880658436,19.901719901719904
tec19,1280,2437,2000,1097,7,896,7,1097,0,1104,0,0,110,828,166,9.96376811594203,75.0,15.03623188405797,45.30160032827247
tec19,1281,3073,2500,569,8,1923,8,568,12,564,0,0,161,260,143,27.95138888888889,45.13888888888889,24.82638888888889,18.77643996095021
tec19,1282,2354,2000,633,9,1358,9,633,22,620,0,0,189,293,138,29.439252336448597,45.638629283489095,21.49532710280374,27.27272727272727
tec19,1283,1342,1000,262,7,731,7,262,11,258,0,0,66,134,58,24.53531598513011,49.814126394052046,21.561338289962826,20.044709388971686
tec19,1284,1840,1500,330,8,1162,8,330,15,323,0,0,76,181,66,22.485207100591715,53.55029585798816,19.526627218934912,18.369565217391305
tec19,1285,1540,1500,311,6,1183,6,311,14,303,0,0,52,168,83,16.40378548895899,52.99684542586751,26.18296529968454,20.584415584415584
tec19,1286,1253,1000,330,4,666,4,329,15,318,0,0,77,183,58,23.123123123123122,54.95495495495496,17.417417417417415,26.6560255387071
tec19,1287,1127,1000,305,13,682,13,304,6,311,0,0,83,167,61,26.18296529968454,52.6813880126183,19.242902208201894,28.216503992901508
tec19,1288,1143,1000,265,12,723,12,265,10,267,0,0,74,145,48,26.714801444043324,52.34657039711191,17.328519855595665,24.234470691163605
tec19,1289,1116,1000,255,11,734,11,255,13,253,0,0,78,128,47,29.32330827067669,48.1203007518797,17.669172932330827,23.835125448028673
tec19,1290,2124,2000,449,6,1545,6,445,15,436,0,0,107,246,83,23.725055432372503,54.54545454545454,18.403547671840354,21.421845574387945
tec19,1291,1115,1000,246,5,749,5,246,6,245,0,0,75,131,39,29.880478087649404,52.191235059760956,15.53784860557769,22.51121076233184
tec19,1292,1398,1000,330,11,659,11,330,5,336,0,0,89,191,56,26.099706744868033,56.01173020527859,16.422287390029325,24.391988555078683
tec19,1293,1185,1000,333,4,662,4,333,8,329,1,0,99,164,66,29.376854599406528,48.6646884272997,19.584569732937684,28.43881856540084
tec19,1294,2055,2000,517,7,1476,7,510,11,506,0,0,142,287,77,27.466150870406192,55.512572533849124,14.893617021276595,25.498783454987834
tec19,1295,1291,1000,321,21,658,21,321,11,331,0,0,92,183,56,26.900584795321635,53.50877192982456,16.374269005847953,26.491092176607285
tec19,1296,1523,1200,438,7,755,7,438,11,434,0,0,113,246,75,25.39325842696629,55.28089887640449,16.853932584269664,29.218647406434666
tec19,1297,1548,1500,463,8,1029,8,460,24,444,0,0,136,233,75,29.059829059829063,49.78632478632478,16.025641025641026,30.426356589147286
tec19,1298,2221,2000,470,6,1524,6,459,8,457,0,0,130,222,105,27.956989247311824,47.74193548387097,22.58064516129032,21.431787483115713
tec19,1299,1567,1500,343,9,1148,9,342,14,337,0,0,102,161,74,29.059829059829063,45.86894586894587,21.082621082621085,22.463305679642627
tec19,1300,2364,2000,942,24,1034,24,940,4,960,0,0,164,703,93,17.012448132780083,72.9253112033195,9.647302904564317,40.86294416243655
tec19,1301,2250,2000,961,18,1021,18,958,4,972,0,0,170,695,107,17.418032786885245,71.20901639344262,10.96311475409836,43.51111111111111
tec19,1302,2513,2500,1051,31,1418,31,1047,7,1071,0,0,186,770,115,17.25417439703154,71.42857142857143,10.667903525046382,43.05610823716673
tec19,1303,2351,2000,842,19,1139,19,840,10,849,0,0,120,589,140,13.969732246798602,68.56810244470314,16.298020954598368,36.62271373883454
tec19,1304,1270,1000,545,27,428,27,542,3,566,0,0,98,388,80,17.223198594024606,68.18980667838312,14.059753954305801,45.03937007874016
tec19,1305,1476,1200,607,44,549,44,604,2,646,0,0,108,431,107,16.666666666666664,66.51234567901234,16.51234567901235,44.105691056910565
tec19,1306,1528,1500,598,73,829,73,591,5,659,0,0,134,451,74,20.180722891566266,67.92168674698796,11.144578313253012,43.91361256544503
tec19,1307,2452,2000,870,85,1045,85,867,12,940,0,0,124,671,145,13.025210084033615,70.48319327731093,15.231092436974789,38.94779771615008
tec19,1308,2151,2000,520,17,1463,17,517,35,499,0,0,106,304,89,19.850187265917604,56.92883895131086,16.666666666666664,24.965132496513252
tec19,1309,2330,2000,1111,54,835,54,1108,4,1158,0,0,70,1031,57,6.024096385542169,88.7263339070568,4.905335628227195,50.0
tec19,1310,1276,1000,523,41,436,41,520,3,558,0,0,90,385,83,16.0427807486631,68.62745098039215,14.795008912655971,44.20062695924764
tec19,1311,1331,1000,721,38,241,38,719,2,755,0,0,92,591,72,12.15323645970938,78.07133421400265,9.5112285336856,57.02479338842975
tec19,1312,1430,1200,548,32,620,32,544,3,573,0,0,102,402,69,17.708333333333336,69.79166666666666,11.979166666666668,40.55944055944056
tec19,1313,2030,2000,881,26,1093,26,876,4,898,0,0,128,623,147,14.19068736141907,69.06873614190687,16.29711751662971,44.679802955665025
tec19,1314,1680,1500,682,43,775,43,680,1,722,0,0,111,492,119,15.352697095435685,68.04979253112033,16.459197786998615,43.154761904761905
tec19,1315,1314,1000,508,36,456,36,506,2,540,0,0,79,381,80,14.575645756457565,70.29520295202953,14.760147601476014,41.400304414003045
tec19,1316,2352,2000,874,63,1063,63,872,3,932,0,0,101,673,158,10.802139037433154,71.97860962566844,16.898395721925134,39.83843537414966
tec19,1317,2083,2000,863,35,1102,35,859,2,892,0,0,120,614,158,13.422818791946309,68.68008948545862,17.67337807606264,43.11089774363898
tec19,1318,1912,1500,824,21,655,21,823,3,841,0,0,141,586,114,16.70616113744076,69.43127962085308,13.507109004739338,44.19456066945607
tec19,1319,2365,2000,883,50,1067,50,881,4,927,0,0,120,652,155,12.88936627282492,70.03222341568205,16.648764769065522,39.450317124735726
tec19,1320,1717,1500,687,38,775,38,684,2,720,0,0,95,502,123,13.157894736842104,69.52908587257618,17.03601108033241,42.22481071636575
tec19,1321,1697,1500,679,35,786,35,676,2,709,0,0,59,520,130,8.29817158931083,73.13642756680731,18.28410689170183,42.07424867413082
tec19,1322,2190,2000,892,37,1071,37,890,7,920,0,0,154,635,131,16.61272923408846,68.50053937432578,14.13160733549083,42.42009132420092
tec19,1323,1840,1500,689,40,771,40,679,3,716,0,0,74,521,121,10.292072322670375,72.46175243393603,16.82892906815021,39.619565217391305
tec19,1324,1056,1000,485,12,503,12,484,1,495,0,0,51,348,96,10.28225806451613,70.16129032258065,19.35483870967742,47.06439393939394
tec19,1325,1730,1500,772,39,689,39,770,4,805,0,0,102,610,93,12.60815822002472,75.4017305315204,11.495673671199011,46.87861271676301
tec19,1326,1495,1200,675,29,496,29,673,6,696,0,0,70,531,95,9.971509971509972,75.64102564102564,13.532763532763534,47.09030100334448
tec19,1327,1540,1500,704,41,755,41,703,4,740,0,0,95,562,83,12.768817204301076,75.53763440860214,11.155913978494624,48.37662337662338
tec19,1328,1660,1500,1052,38,410,38,1047,5,1080,0,0,62,904,114,5.714285714285714,83.31797235023042,10.506912442396313,65.66265060240963
tec19,1329,1998,1500,890,51,559,51,887,7,931,0,0,140,699,92,14.925373134328357,74.52025586353945,9.808102345415778,47.0970970970971
tec19,1330,1670,1500,1040,87,373,87,1039,2,1124,0,0,112,949,63,9.946714031971581,84.28063943161635,5.595026642984014,67.48502994011976
tec19,1331,1070,1000,503,21,476,21,502,2,521,0,0,56,415,50,10.707456978967496,79.34990439770554,9.560229445506693,48.97196261682243
tec19,1332,1710,1500,768,80,652,80,767,7,840,0,0,81,659,100,9.563164108618654,77.80401416765052,11.80637544273908,49.590643274853804
tec19,1333,1067,1000,719,25,256,25,718,2,741,0,0,45,640,56,6.056527590847914,86.13728129205921,7.537012113055182,69.72820993439551
tec19,1334,1050,1000,420,23,557,23,419,3,439,0,0,49,325,65,11.085972850678733,73.52941176470588,14.705882352941178,42.19047619047619
tec19,1335,1910,1500,884,45,571,45,882,4,923,0,0,131,682,110,14.13160733549083,73.57065803667744,11.86623516720604,48.63874345549738
tec19,1336,2390,2000,576,16,1408,16,576,25,567,0,0,130,327,110,21.95945945945946,55.23648648648649,18.58108108108108,24.769874476987447
tec19,1337,2710,2500,1202,69,1229,69,1201,5,1265,0,0,195,930,140,15.354330708661418,73.22834645669292,11.023622047244094,46.90036900369003
tec19,1338,2065,2000,1138,55,807,55,1136,4,1187,0,0,103,963,121,8.648194794290513,80.85642317380352,10.15952980688497,57.77239709443099
tec19,1339,1870,1500,1132,61,307,61,1131,6,1186,0,0,117,953,116,9.815436241610739,79.9496644295302,9.731543624161073,63.79679144385027
tec19,1340,2042,2000,995,57,948,57,993,5,1045,0,0,136,790,119,12.95238095238095,75.23809523809524,11.333333333333332,51.518119490695405
tec19,1341,1930,1500,802,61,637,61,801,3,859,0,0,102,640,117,11.832946635730858,74.24593967517401,13.57308584686775,44.71502590673575
tec19,1342,1685,1500,745,35,720,35,744,3,776,0,0,126,565,85,16.174582798459564,72.52888318356868,10.911424903722722,46.29080118694362
tec19,1343,2470,2000,1050,63,887,63,1047,6,1104,0,0,135,803,166,12.162162162162163,72.34234234234235,14.954954954954955,45.06072874493927
tec19,1344,2448,2000,501,100,1399,100,473,21,552,0,0,99,334,119,17.277486910994764,58.289703315881326,20.76788830715532,24.55065359477124
tec19,1345,1839,1500,349,99,1052,99,349,4,444,0,0,64,303,77,14.285714285714285,67.63392857142857,17.1875,24.361065796628605
tec19,1346,2380,2000,950,52,998,52,949,3,998,0,0,141,730,127,14.085914085914087,72.92707292707293,12.687312687312687,42.10084033613445
tec19,1347,2120,2000,815,95,1090,95,812,2,905,0,0,212,586,107,23.373759647188532,64.60859977949283,11.797133406835721,42.924528301886795
tec19,1348,2397,2000,975,101,924,101,971,3,1069,0,0,156,790,123,14.55223880597015,73.69402985074626,11.473880597014926,44.88944513975803
tec19,1349,2889,2500,789,100,1611,100,771,15,856,0,0,128,591,137,14.695752009184845,67.85304247990815,15.729047072330655,30.77189338871582
tec19,1350,2361,2000,604,1,1395,1,591,24,568,0,0,105,310,153,17.736486486486484,52.36486486486487,25.844594594594593,25.624735281660314
tec19,1351,2905,2500,632,4,1864,4,632,16,620,0,0,158,299,163,24.842767295597483,47.0125786163522,25.628930817610062,21.89328743545611
tec19,1352,2255,2000,935,60,1005,60,934,2,992,0,0,124,711,157,12.474849094567404,71.5291750503018,15.79476861167002,44.12416851441242
tec19,1353,2850,2500,525,1,1974,1,524,9,516,0,0,115,215,186,21.904761904761905,40.95238095238095,35.42857142857142,18.45614035087719
tec19,1354,1720,1500,623,20,857,20,621,1,640,0,0,92,455,93,14.35257410296412,70.98283931357254,14.508580343213728,37.383720930232556
tec19,1355,136,147,136,0,11,0,136,3,133,0,0,17,85,31,12.5,62.5,22.794117647058822,100.0
tec20,1949,1780,1500,641,13,846,13,638,19,632,0,0,90,430,112,13.82488479262673,66.05222734254991,17.20430107526882,36.741573033707866
tec20,1950,2300,2000,848,31,1121,31,848,15,864,0,0,98,638,128,11.149032992036405,72.58248009101251,14.562002275312855,38.21739130434783
tec20,1951,2142,2000,708,19,1273,19,708,63,664,0,0,67,463,134,9.21595598349381,63.68638239339752,18.43191196698762,33.940242763772176
tec20,1952,1654,1500,698,5,797,5,698,19,684,0,0,71,531,82,10.099573257467995,75.53342816500711,11.66429587482219,42.50302297460701
tec20,1953,2648,2000,735,20,1245,20,735,29,726,0,0,114,442,170,15.099337748344372,58.54304635761589,22.516556291390728,28.512084592145015
tec20,1954,2255,2000,777,23,1200,23,777,28,772,0,0,91,562,119,11.375,70.25,14.875,35.47671840354767
tec20,1955,2011,1500,753,14,733,14,751,26,739,0,0,96,496,147,12.549019607843137,64.83660130718954,19.215686274509807,38.140228741919444
tec20,1956,1353,1000,393,9,598,9,392,12,389,0,0,71,236,82,17.70573566084788,58.85286783042394,20.448877805486283,29.711751662971174
tec20,1957,2412,2000,818,21,1161,21,815,29,807,0,0,136,508,163,16.267942583732058,60.76555023923444,19.497607655502392,34.78441127694859
tec20,1958,1623,1500,507,14,979,14,490,10,494,0,0,75,347,72,14.880952380952381,68.84920634920636,14.285714285714285,32.10104744300678
tec20,1959,2229,2000,723,14,1263,14,719,34,699,0,0,113,467,119,15.416098226466577,63.710777626193725,16.234652114597544,33.06415432929565
tec20,1960,2391,2000,822,22,1156,22,822,25,819,0,0,120,540,159,14.218009478672986,63.98104265402843,18.838862559241708,35.299038059389375
tec20,1961,2565,2000,849,24,1127,24,849,31,842,0,0,94,634,114,10.767468499427263,72.62313860252004,13.058419243986256,34.03508771929825
tec20,1962,2317,2000,769,26,1205,26,769,30,765,0,0,105,510,150,13.20754716981132,64.15094339622641,18.867924528301888,34.311609840310744
tec20,1963,2547,2000,801,34,1165,34,799,27,806,0,0,139,518,149,16.686674669867948,62.18487394957983,17.88715486194478,32.783667059285435
tec20,1964,1355,1000,533,10,457,10,533,22,521,0,0,80,349,92,14.732965009208105,64.27255985267035,16.94290976058932,40.07380073800738
tec20,1965,2014,1500,632,24,844,24,632,14,642,0,0,125,394,123,19.054878048780488,60.0609756097561,18.75,32.57199602780536
tec20,1966,2559,2000,799,21,1180,21,798,29,790,0,0,144,490,156,17.582417582417584,59.82905982905983,19.047619047619047,32.04376709652208
tec20,1967,1875,1500,565,68,867,68,563,28,603,0,0,106,379,118,16.798732171156892,60.063391442155314,18.700475435816163,33.76
tec20,1968,2535,2000,840,16,1144,16,840,14,842,0,0,129,593,120,15.070093457943926,69.27570093457945,14.018691588785046,33.767258382643
tec20,1969,2067,2000,761,19,1220,19,761,23,757,0,0,127,470,160,16.28205128205128,60.256410256410255,20.51282051282051,37.735849056603776
tec20,1970,1494,1100,524,39,537,39,524,18,545,0,0,108,354,83,19.182948490230906,62.87744227353463,14.742451154529308,37.68406961178046
tec20,1971,1925,1500,617,5,878,5,616,13,608,0,0,99,342,167,15.942028985507244,55.072463768115945,26.89210950080515,32.311688311688314
tec20,1972,1614,1500,590,1,909,1,590,17,574,0,0,92,317,165,15.5668358714044,53.63790186125211,27.918781725888326,36.61710037174721
tec20,1973,1891,1500,572,40,888,40,572,25,587,0,0,91,375,121,14.869281045751634,61.274509803921575,19.77124183006536,32.363828662083556
tec20,1974,1946,1500,591,37,872,37,591,20,608,0,0,119,387,102,18.949044585987263,61.62420382165605,16.24203821656051,32.27132579650565
tec20,1975,1318,1000,384,54,562,54,384,17,421,0,0,64,270,87,14.61187214611872,61.64383561643836,19.863013698630137,33.23216995447648
tec20,1976,2167,2000,1210,18,772,18,1209,41,1186,0,0,257,650,279,20.945395273023635,52.97473512632437,22.73838630806846,56.66820489155514
tec20,1977,2582,2500,891,8,1601,8,891,25,874,0,0,102,628,144,11.345939933259176,69.85539488320356,16.017797552836484,34.81797056545314
tec20,1978,2477,2000,801,14,1185,14,801,32,783,0,0,134,493,156,16.441717791411044,60.49079754601227,19.141104294478527,32.902704884941464
tec20,1979,2065,1500,701,16,783,16,701,17,700,0,0,89,472,139,12.412831241283124,65.82984658298466,19.386331938633194,34.72154963680387
tec20,1980,1569,1500,528,5,967,5,526,21,510,0,0,75,319,116,14.124293785310735,60.075329566855,21.84557438794727,33.970681963033776
tec20,1981,1673,1500,525,10,965,10,525,14,521,0,0,69,361,91,12.897196261682243,67.4766355140187,17.009345794392523,31.97848176927675
tec20,1982,1787,1500,548,36,916,36,548,13,571,0,0,54,416,101,9.246575342465754,71.23287671232876,17.294520547945204,32.68047006155568
tec20,1983,169,169,93,76,0,76,93,3,166,0,0,9,152,5,5.325443786982249,89.94082840236686,2.9585798816568047,100.0
tec20,1984,2289,2000,842,32,1126,32,841,29,844,0,0,146,554,144,16.72394043528064,63.45933562428407,16.49484536082474,38.1826124945391
tec20,1985,1790,1500,603,23,874,23,603,22,604,0,0,119,380,105,19.009584664536742,60.70287539936102,16.773162939297126,34.97206703910615
tec20,1986,1590,1500,596,52,852,52,596,11,637,0,0,107,436,94,16.51234567901235,67.28395061728395,14.506172839506174,40.75471698113208
tec20,1987,308,305,134,139,32,139,134,15,258,0,0,15,227,16,5.4945054945054945,83.15018315018315,5.86080586080586,88.63636363636364
tec20,1988,1555,1500,591,24,885,24,589,12,601,0,0,112,406,83,18.270799347471453,66.23164763458401,13.539967373572596,39.549839228295816
tec20,1989,1343,1000,466,96,438,96,466,12,550,0,0,82,382,86,14.590747330960854,67.97153024911033,15.302491103202847,41.84661206254654
tec20,1990,1228,1000,457,47,496,47,410,14,443,0,0,59,308,76,12.910284463894966,67.39606126914661,16.630196936542667,41.042345276872965
tec20,1991,964,1000,347,28,625,28,347,12,363,0,0,36,288,39,9.6,76.8,10.4,38.90041493775934
tec20,1992,2051,1500,798,29,673,29,798,39,788,0,0,135,475,178,16.324062877871825,57.43651753325272,21.5235792019347,40.321794246708926
tec20,1993,867,800,453,37,310,37,453,20,470,0,0,82,302,86,16.73469387755102,61.63265306122449,17.551020408163264,56.516724336793544
tec20,1994,2309,2000,724,19,1257,19,724,6,737,0,0,89,546,102,11.978465679676985,73.48586810228802,13.728129205921938,32.17843222174102
tec20,1995,2985,2500,740,27,1733,27,739,20,746,0,0,107,457,182,13.968668407310705,59.66057441253264,23.759791122715406,25.695142378559467
